¿Cuántos años tienes?,¿Con qué género te identificas? (opcional),¿En qué país vives actualmente?,¿En qué ciudad vives?,¿Cuál es tu nivel educativo más alto completado?,¿Cómo aprendiste a desarrollar software?,¿Cuántos años de experiencia profesional tienes (en cualquier sector)?,¿Cuántos de esos años corresponden específicamente al   sector tecnológico?,¿La empresa está ubicada en el mismo país donde tu resides?,¿Dónde tiene su sede la empresa?,¿Cómo es tu esquema laboral con esta empresa extranjera?,¿Cuantas horas a la semana le dedicas a este trabajo?,¿Cuál es la política de trabajo remoto?,¿Cuál es el sector/industria principal de la empresa?,Seleccione el tipo de productos/servicios   tecnológicos que ofrece la empresa.       - Servicios de consultoría y TI,Seleccione el tipo de productos/servicios   tecnológicos que ofrece la empresa.       - Software SaaS o comercial,Seleccione el tipo de productos/servicios   tecnológicos que ofrece la empresa.       - Educación,Seleccione el tipo de productos/servicios   tecnológicos que ofrece la empresa.       - Disrupción de un sector tradicional mediante tecnología,¿Aproximadamente cuántos empleados tiene la empresa?,¿Cuántos años llevas en esta empresa?,¿Cuál es tu nivel dentro de esta organización?,"¿Cuál es tu salario base bruto mensual en pesos mexicanos (MXN) antes de impuestos, excluyendo bonos y compensación variable?","¿Cuál es tu salario base bruto mensual en dólares estadounidenses antes de impuestos, excluyendo bonos y compensación variable?","¿Cuál fue tu remuneración total en efectivo (en pesos mexicanos) en los últimos 12 meses? Esto incluye salario, bonos y cualquier otra compensación en efectivo.","¿Cuál fue tu remuneración total en efectivo (en dólares estadounidenses) durante los últimos 12 meses? Esto incluye salario, bonificaciones y cualquier otra compensación en efectivo.","¿Recibes compensación en acciones (stock, options, RSUs, etc) de tu empleador actual?","En comparación con hace 12 meses, tu compensación total...",¿Cuál fue el motivo principal de este cambio en compensación?,¿Cuántos días de vacaciones tienes al año?,¿Cuál es tu función o actividad principal?,"Si desempeñas un rol secundario dentro de esta empresa, selecciónalo. De lo contrario, puedes saltar a la siguiente pregunta",¿Tienes otro empleo remunerado adicional a tu trabajo principal?,¿Cuántas horas semanales (en promedio) dedicas a este trabajo adicional?,¿Cuál es tu remuneración ANUAL total por este trabajo adicional (en dólares estadounidenses)?,¿Estás inscrito/a en el seguro social? (en México sería IMSSS/ISSSTE),¿Cómo calificarías tu capacidad para cubrir tus necesidades básicas con tu salario actual?,¿Qué porcentaje de tus ingresos mensuales logras ahorrar?,¿Contribuyes a un fondo de retiro? (ej. AFORE),¿Tienes deuda por algún tipo de financiamiento escolar o educativo?,¿Qué lenguaje de programación utilizas con más frecuencia en el trabajo?,¿Qué plataforma en   la nube utilizas con más frecuencia en el trabajo?,Ha cambiado significativamente tu stack tecnológico en los últimos 18 meses?,"Si actualmente posees alguna certificación activa, seleccione en qué área(s) - Cloud (cualquier proveedor)","Si actualmente posees alguna certificación activa, seleccione en qué área(s) - Scrum-Agile","Si actualmente posees alguna certificación activa, seleccione en qué área(s) - PMP","Si actualmente posees alguna certificación activa, seleccione en qué área(s) - Kubernetes/SRE","Si actualmente posees alguna certificación activa, seleccione en qué área(s) - Seguridad","Si actualmente posees alguna certificación activa, seleccione en qué área(s) - Data (Databricks, Snowflake, etc)","Si actualmente posees alguna certificación activa, seleccione en qué área(s) - Otra - Other",¿Qué tanta relevancia tuvo tu formación académica para tu trabajo actual?,¿Cuál es tu nivel de inglés? (Escala ILR),¿Con qué frecuencia utilizas el inglés en tu trabajo diario?,"¿Cómo han impactado las herramientas de IA en tu trabajo diario? (puedes seleccionar varias respuestas) - La uso para hacer el mismo tipo de trabajo, pero más rápido",¿Cómo han impactado las herramientas de IA en tu trabajo diario? (puedes seleccionar varias respuestas) - La uso para trabajar en actividades más complejas,¿Cómo han impactado las herramientas de IA en tu trabajo diario? (puedes seleccionar varias respuestas) - La uso para trabajar con herramientas/tecnologías con las que no tengo experiencia,¿Cómo han impactado las herramientas de IA en tu trabajo diario? (puedes seleccionar varias respuestas) - Mi función cambió a algo completamente centrado en la IA,¿Cómo han impactado las herramientas de IA en tu trabajo diario? (puedes seleccionar varias respuestas) - Ninguna de las anteriores,¿Cómo utilizas la IA para crear código?,¿Qué tan seguro/a estás de que tus habilidades actuales seguirán siendo relevantes dentro de 3 años?,¿Cuál es tu función centrada en la IA?,¿Tuviste acceso a una computadora en casa durante tu infancia (antes de los 15 años)?,¿A qué edad hiciste tu primer programa?,"Tienes alguna discapacidad física (motriz), visual, auditiva o del habla?",¿Tu empresa te apoya para que tu discapacidad no afecte tu trabajo?,"¿Has sido diagnosticado/a con algún tipo de neurodivergencia? (TEA, TDAH, Dislexia o Dispraxia, Sindrome de Tourette)",¿Tu empresa te apoya para que tu neurodivergencia no afecte tu trabajo?,¿En algún momento has interrumpido o reducido tu actividad profesional durante más de 10 meses para atender responsabilidades personales o familiares?,"¿En la empresa donde trabajas, qué porcentaje de las personas con un puesto similar al tuyo son mujeres?",¿Cómo calificarías la política de maternidad de tu empleador?,¿Te sientes insegura o has sufrido acoso en la empresa donde trabajas actualmente?,¿Participas en  alguna red o comunidad de mujeres en el sector tecnológico?,¿Tu empresa cuenta con programas formales para guiar o promover a las mujeres a puestos de liderazgo?,¿Qué tan cómode te sientes al ser visible con tu identidad de género en el trabajo?,Indica las políticas o actividades inclusivas de género que su empresa tiene implementadas - Campañas de comunicación y promoción de inclusión,Indica las políticas o actividades inclusivas de género que su empresa tiene implementadas - Baños de género neutro,Indica las políticas o actividades inclusivas de género que su empresa tiene implementadas - Grupo/comunidad de soporte,Indica las políticas o actividades inclusivas de género que su empresa tiene implementadas - Otro - Other,"¿Si decidieras dejar tu trabajo actual, cual sería la principal razón?",¿Qué tan probable es que le recomiendes a un amigo/a trabajar en la empresa donde estás?,"¿Tu empresa forma parte del programa ""Best Place to Code"" de Software Guru?",Started Time,Submitted Time,CompletionStatus,Location,Browser,OS,Submission Id,Time Zone,Device Type,Browser Language,Language Name
42,Masculino,México,CDMX,Licenciatura (graduado),En.el trabajo,24,21,Yes,,,40,Modelo híbrido (1-2 días por semana presencial),Finanzas,,,,,5000+,0.5,Gerente,253000,,3700000,,Yes,Aumentó más del 20%,Cambio de empresa,12,Engineering management,Arquitectura,No,,,"Sí, a través de mi empleador",5,40,"Sí, a través de mi empleador.",No,,,Yes,Cloud (cualquier proveedor),,,Kubernetes/SRE,,,,7,5=Funcionalmente nativo,Todo el tiempo,"La uso para hacer el mismo tipo de trabajo, pero más rápido",,,,,,3,,No,19,No,,No,,No,,,,,,,,,,,Trabajo remoto,9,No,"Jul 7, 2026 5:50 PM","Jul 7, 2026 5:56 PM",Completed,"dallas, Texas, United States",Chrome 149,Android 10,1030966278,America/Mexico_City,MOBILE,en-MX,English
32,Femenino,México,CDMX,Licenciatura (en curso),Mediante IA,10,10,Yes,,,48,Modelo híbrido (1-2 días por semana presencial),Educación,,,,,5000+,3,Director,83000,,93000,,No,Se mantuvo igual,,15,Liderazgo ejecutivo,Liderazgo ejecutivo,Yes,24,31000,"Sí, a través de mi empleador",4,10,"Sí, a través de mi empleador.",Yes,,,No,,,,,,,Product management,4,3=Profesional,Con regularidad (juntas y redactar emails),,,La uso para trabajar con herramientas/tecnologías con las que no tengo experiencia,,,,2,,Yes,22,No,,No,,No,5,2,"Rara vez, pero sí",Yes,No,,,,,,Cultura de la empresa,1,No,"Jul 7, 2026 5:52 PM","Jul 7, 2026 6:14 PM",Completed,"mexico_city, Mexico City, Mexico",Chrome 137,macOS 10.15.7,1030966329,America/Mexico_City,COMPUTER,es-419,Spanish
36,Masculino,México,Otro ,Licenciatura (graduado),En la escuela,14,14,Yes,,,40,Totalmente remoto,Tecnología/Software,Servicios de consultoría y TI,,,,11–50,3,Senior,70000,,,,No,Aumentó entre un 1 y un 9 %,,12,Desarrollo de software (Backend/Frontend/Fullstack/Móvil),Soporte técnico,No,,,"Sí, a través de mi empleador",5,10,"Sí, a través de mi empleador.",No,Java,AWS,No,,,,,,,,8,3=Profesional,Ocasionalmente (leer documentación y mensajes),"La uso para hacer el mismo tipo de trabajo, pero más rápido",,La uso para trabajar con herramientas/tecnologías con las que no tengo experiencia,,,"Programo manualmente y uso IA como soporte (referencia, autocompletar, depurar)",3,,No,18,No,,No,,No,,,,,,,,,,,Salario,9,No,"Jul 7, 2026 6:09 PM","Jul 7, 2026 6:16 PM",Completed,"pachuca_de soto, Hidalgo, Mexico",Safari undefined,iOS 26.5,1030966767,America/Mexico_City,MOBILE,es-MX,Spanish
41,Masculino,México,CDMX,Maestría,En la escuela,18,18,Yes,,,48,Modelo híbrido (1-2 días por semana presencial),Alimentos y bebidas,,,,,5000+,1,Medio,80000,,1200000,,No,Se mantuvo igual,,12,Analista de software/datos,Ingeniería de datos/IA/ML,No,,,"Sí, a través de mi empleador",5,15,"Sí, a través de mi empleador.",No,,,Yes,,,,,,,,8,3=Profesional,Con regularidad (juntas y redactar emails),,La uso para trabajar en actividades más complejas,,,,,2,,No,18,No,,No,,No,,,,,,,,,,,Salario,9,No,"Jul 7, 2026 8:16 PM","Jul 7, 2026 8:20 PM",Completed,"mexico_city, Mexico City, Mexico",Chrome 149,Android 10,1030969756,America/Mexico_City,MOBILE,es-419,Spanish
33,Masculino,México,CDMX,Licenciatura (graduado),En la escuela,14,13,Yes,,,40,Modelo híbrido (1-2 días por semana presencial),Alimentos y bebidas,,,,,201–1000,2,Gerente,145000,,1212000,,No,Aumentó más del 20%,Ajuste en toda la empresa,16,Product management,,Yes,10,12500,"Sí, a través de mi empleador",3,60,"Sí, a través de mi empleador.",No,,,Yes,,,,,,,,9,4=Profesional avanzado,Todo el tiempo,"La uso para hacer el mismo tipo de trabajo, pero más rápido",La uso para trabajar en actividades más complejas,La uso para trabajar con herramientas/tecnologías con las que no tengo experiencia,,,,2,,Yes,18,No,,No,,No,,,,,,,,,,,Salario,8,No,"Jul 7, 2026 8:47 PM","Jul 7, 2026 8:54 PM",Completed,"mexico_city, Mexico City, Mexico",Safari undefined,iOS 18.7,1030970554,America/Mexico_City,MOBILE,es-MX,Spanish
50,Masculino,Estados Unidos,,Licenciatura (graduado),En la escuela,28,28,Yes,,,40,Modelo híbrido (1-2 días por semana presencial),Tecnología/Software,,,,Disrupción de un sector tradicional mediante tecnología,5000+,4,Senior,,17100,,80000,Yes,Aumentó entre un 1 y un 9 %,,0,Product management,,No,,,"Sí, a través de mi empleador",5,0,No,Yes,,,Yes,,,,,,,,5,4=Profesional avanzado,Todo el tiempo,,,,Mi función cambió a algo completamente centrado en la IA,,,5,NaN,Yes,12,Yes,Yes,Yes,Yes,No,,,,,,,,,,,Desarrollo profesional,10,No,"Jul 7, 2026 9:23 PM","Jul 7, 2026 9:30 PM",Completed,"kirkland, Washington, United States",Chrome 149,Windows NT 10.0,1030971607,America/Los_Angeles,COMPUTER,en-US,English
48,Masculino,México,,Licenciatura (graduado),En la escuela,22,22,Yes,,,48,Totalmente remoto,Finanzas,,,,,201–1000,6,Senior,61200,,625000,,No,Se mantuvo igual,,22,Analista de software/datos,,No,,,"Sí, a través de mi empleador",3,0,No,Yes,,,No,,,,,,,"generative IA Leader, google ",7,2=Limitado,Nunca,,,La uso para trabajar con herramientas/tecnologías con las que no tengo experiencia,,,,2,,Yes,14,No,,No,,No,,,,,,,,,,,Salario,1,Yes,"Jul 7, 2026 10:03 PM","Jul 7, 2026 10:12 PM",Completed,"mexico_city, Mexico City, Mexico",Chrome 149,Android 15,1030972880,America/Mexico_City,MOBILE,es-MX,Spanish
40,Masculino,Estados Unidos,,Licenciatura (graduado),En la escuela,20,20,Yes,,,40,Totalmente remoto,Tecnología/Software,Servicios de consultoría y TI,,,,11–50,10,Gerente,,9000,,110000,No,Aumentó entre un 1 y un 9 %,,12,Product management,,No,,,"Sí, a través de mi empleador",4,10,No,No,,,Yes,,,,,,,,8,4=Profesional avanzado,Con regularidad (juntas y redactar emails),,La uso para trabajar en actividades más complejas,,,,,3,,Yes,12,No,,No,,No,,,,,,,,,,,Salario,7,No,"Jul 7, 2026 6:47 PM","Jul 8, 2026 6:44 PM",Completed,"torreã³n, Coahuila, Mexico",Chrome 149,Android 10,1030967661,America/Mexico_City,MOBILE,en-US,English
44,Masculino,México,CDMX,Maestría,En la escuela,25,25,Yes,,,48,Modelo híbrido (1-2 días por semana presencial),Tecnología/Software,Servicios de consultoría y TI,,,,5000+,3,Staff-Principal,120000,,2500000,,Yes,Disminuyó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 7, 2026 10:39 PM",,Partially Completed,"mexico_city, Mexico City, Mexico",Chrome 150,Android 10,1030974291,,MOBILE,en-US,English
27,Masculino,México,CDMX,Licenciatura (graduado),A través de cursos en línea,4,4,Yes,,,40,Totalmente remoto,Finanzas,,,,,5000+,0.6,Medio,76220,,,,No,Aumentó más del 20%,Cambio de empresa,12,Ciencia de datos/IA,,No,,,"Sí, a través de mi empleador",4,40,"Sí, a través de mi empleador.",No,,,Yes,Cloud (cualquier proveedor),,,,,,,10,3=Profesional,Todo el tiempo,"La uso para hacer el mismo tipo de trabajo, pero más rápido",,La uso para trabajar con herramientas/tecnologías con las que no tengo experiencia,,,,5,,Yes,12,No,,No,,No,,,,,,,,,,,Salario,10,No,"Jul 8, 2026 10:48 AM","Jul 8, 2026 10:55 AM",Completed,"miguel_hidalgo, Mexico City, Mexico",Chrome 149,macOS 10.15.7,1031023863,America/Mexico_City,COMPUTER,en-US,Spanish
